Year,Date ,Time ,HomeTeam,AwayTeam,HomeTeamGoals,AwayTeamGoals,Stage,Date,HomeTeam_encoded,AwayTeam_encoded,Stage_encoded,MatchOutcome
1996,15-Jan-96,,Sierra Leone , Burkina Faso,2.0,1.0,Group stage,1996-01-15,32,3,1,1
1996,18-Jan-96,,Algeria , Sierra Leone,2.0,0.0,Group stage,1996-01-18,0,32,1,1
1996,20-Jan-96,,Zambia , Burkina Faso,5.0,1.0,Group stage,1996-01-20,41,3,1,1
1996,24-Jan-96,,Algeria , Burkina Faso,2.0,1.0,Group stage,1996-01-24,0,3,1,1
1996,24-Jan-96,,Zambia , Sierra Leone,4.0,0.0,Group stage,1996-01-24,41,32,1,1
1996,16-Jan-96,,Gabon , Liberia,1.0,2.0,Group stage,1996-01-16,13,19,1,-1
1996,19-Jan-96,,Gabon , Zaire,2.0,0.0,Group stage,1996-01-19,13,40,1,1
1996,25-Jan-96,,Zaire , Liberia,2.0,0.0,Group stage,1996-01-25,40,19,1,1
1996,14-Jan-96,,Ghana , Ivory Coast,2.0,0.0,Group stage,1996-01-14,15,17,1,1
1996,16-Jan-96,,Tunisia , Mozambique,1.0,1.0,Group stage,1996-01-16,37,27,1,0
1996,19-Jan-96,,Ghana , Tunisia,2.0,1.0,Group stage,1996-01-19,15,37,1,1
1996,21-Jan-96,,Ivory Coast , Mozambique,1.0,0.0,Group stage,1996-01-21,18,27,1,1
1996,25-Jan-96,,Tunisia , Ivory Coast,3.0,1.0,Group stage,1996-01-25,37,17,1,1
1996,25-Jan-96,,Ghana , Mozambique,2.0,0.0,Group stage,1996-01-25,15,27,1,1
1996,27-Jan-96,,South Africa , Algeria,2.0,1.0,Quarter-finals,1996-01-27,33,0,2,1
1996,27-Jan-96,,Zambia , Egypt,3.0,1.0,Quarter-finals,1996-01-27,41,9,2,1
1996,28-Jan-96,,Gabon , Tunisia,1.0,1.0,Quarter-finals,1996-01-28,13,37,2,0
1996,28-Jan-96,,Ghana , Zaire,1.0,0.0,Quarter-finals,1996-01-28,15,40,2,1
1996,31-Jan-96,,South Africa , Ghana,3.0,0.0,Semi-finals,1996-01-31,33,14,4,1
1996,31-Jan-96,,Zambia , Tunisia,2.0,4.0,Semi-finals,1996-01-31,41,37,4,-1
1996,03-Feb-96,,Ghana , Zambia,0.0,1.0,Third place,1996-02-03,15,41,5,-1
1996,03-Feb-96,,South Africa , Tunisia,2.0,0.0,Final,1996-02-03,33,37,0,1
1998,07-Feb-98,16:00,Burkina Faso , Cameroon,0.0,1.0,Group stage,1998-02-07,3,5,1,-1
1998,08-Feb-98,20:30,Algeria , Guinea,0.0,1.0,Group stage,1998-02-08,0,15,1,-1
1998,11-Feb-98,15:00,Cameroon , Guinea,2.0,2.0,Group stage,1998-02-11,5,15,1,0
1998,11-Feb-98,20:00,Burkina Faso , Algeria,2.0,1.0,Group stage,1998-02-11,3,0,1,1
1998,15-Feb-98,16:00,Burkina Faso , Guinea,1.0,0.0,Group stage,1998-02-15,3,15,1,1
1998,15-Feb-98,16:00,Cameroon , Algeria,2.0,1.0,Group stage,1998-02-15,5,0,1,1
1998,09-Feb-98,16:00,DR Congo , Togo,2.0,1.0,Group stage,1998-02-09,8,36,1,1
1998,09-Feb-98,20:30,Ghana , Tunisia,2.0,0.0,Group stage,1998-02-09,15,37,1,1
1998,12-Feb-98,16:00,Tunisia , DR Congo,2.0,1.0,Group stage,1998-02-12,37,8,1,1
1998,12-Feb-98,20:30,Togo , Ghana,2.0,1.0,Group stage,1998-02-12,36,14,1,1
1998,16-Feb-98,17:00,DR Congo , Ghana,1.0,0.0,Group stage,1998-02-16,8,14,1,1
1998,16-Feb-98,17:00,Tunisia , Togo,3.0,1.0,Group stage,1998-02-16,37,36,1,1
1998,08-Feb-98,15:00,South Africa , Angola,0.0,0.0,Group stage,1998-02-08,33,1,1,0
1998,08-Feb-98,18:00,Ivory Coast , Namibia,4.0,3.0,Group stage,1998-02-08,18,28,1,1
1998,11-Feb-98,17:15,Ivory Coast , South Africa,1.0,1.0,Group stage,1998-02-11,18,33,1,0
1998,12-Feb-98,18:15,Angola , Namibia,3.0,3.0,Group stage,1998-02-12,1,28,1,0
1998,16-Feb-98,20:00,Ivory Coast , Angola,5.0,2.0,Group stage,1998-02-16,18,1,1,1
1998,16-Feb-98,20:00,South Africa , Namibia,4.0,1.0,Group stage,1998-02-16,33,28,1,1
1998,09-Feb-98,18:15,Morocco , Zambia,1.0,1.0,Group stage,1998-02-09,26,41,1,0
1998,10-Feb-98,18:00,Egypt , Mozambique,2.0,0.0,Group stage,1998-02-10,10,27,1,1
1998,13-Feb-98,17:00,Egypt , Zambia,4.0,0.0,Group stage,1998-02-13,10,41,1,1
1998,13-Feb-98,20:00,Morocco , Mozambique,3.0,0.0,Group stage,1998-02-13,26,27,1,1
1998,17-Feb-98,16:00,Zambia , Mozambique,3.0,1.0,Group stage,1998-02-17,41,27,1,1
1998,17-Feb-98,16:00,Morocco , Egypt,1.0,0.0,Group stage,1998-02-17,26,9,1,1
1998,20-Feb-98,16:00,Cameroon , DR Congo,0.0,1.0,Quarter-finals,1998-02-20,5,8,2,-1
1998,21-Feb-98,17:00,Tunisia , Burkina Faso,1.0,1.0,Quarter-finals,1998-02-21,37,3,2,0
1998,21-Feb-98,20:00,Ivory Coast , Egypt,0.0,0.0,Quarter-finals,1998-02-21,18,9,2,0
1998,22-Feb-98,16:00,Morocco , South Africa,1.0,2.0,Quarter-finals,1998-02-22,26,33,2,-1
1998,25-Feb-98,16:00,DR Congo , South Africa,1.0,2.0,Semi-finals,1998-02-25,8,33,4,-1
1998,25-Feb-98,20:00,Burkina Faso , Egypt,0.0,2.0,Semi-finals,1998-02-25,3,9,4,-1
1998,27-Feb-98,16:00,DR Congo , Burkina Faso,4.0,4.0,Third place,1998-02-27,8,3,5,0
1998,28-Feb-98,16:00,South Africa , Egypt,0.0,2.0,Final,1998-02-28,33,9,0,-1
2000,22-Jan-00,16:00,Ghana , Cameroon,1.0,1.0,Group stage,2000-01-22,15,5,1,0
2000,24-Jan-00,16:00,Ivory Coast , Togo,1.0,1.0,Group stage,2000-01-24,18,36,1,0
2000,27-Jan-00,16:00,Ghana , Togo,2.0,0.0,Group stage,2000-01-27,15,36,1,1
2000,28-Jan-00,19:45,Cameroon , Ivory Coast,3.0,0.0,Group stage,2000-01-28,5,17,1,1
2000,31-Jan-00,16:00,Ghana , Ivory Coast,0.0,2.0,Group stage,2000-01-31,15,17,1,-1
2000,31-Jan-00,16:00,Cameroon , Togo,0.0,1.0,Group stage,2000-01-31,5,36,1,-1
2000,23-Jan-00,19:45,South Africa , Gabon,3.0,1.0,Group stage,2000-01-23,33,12,1,1
2000,24-Jan-00,19:45,DR Congo , Algeria,0.0,0.0,Group stage,2000-01-24,8,0,1,0
2000,27-Jan-00,19:45,South Africa , DR Congo,1.0,0.0,Group stage,2000-01-27,33,8,1,1
2000,29-Jan-00,19:45,Algeria , Gabon,3.0,1.0,Group stage,2000-01-29,0,12,1,1
2000,02-Feb-00,16:00,South Africa , Algeria,1.0,1.0,Group stage,2000-02-02,33,0,1,0
2000,02-Feb-00,16:00,DR Congo , Gabon,0.0,0.0,Group stage,2000-02-02,8,12,1,0
2000,23-Jan-00,18:30,Egypt , Zambia,2.0,0.0,Group stage,2000-01-23,10,41,1,1
2000,25-Jan-00,17:00,Burkina Faso , Senegal,1.0,3.0,Group stage,2000-01-25,3,31,1,-1
2000,28-Jan-00,18:30,Egypt , Senegal,1.0,0.0,Group stage,2000-01-28,10,31,1,1
2000,29-Jan-00,18:30,Zambia , Burkina Faso,1.0,1.0,Group stage,2000-01-29,41,3,1,0
2000,02-Feb-00,17:00,Egypt , Burkina Faso,4.0,2.0,Group stage,2000-02-02,10,3,1,1
2000,02-Feb-00,17:00,Zambia , Senegal,2.0,2.0,Group stage,2000-02-02,41,31,1,0
2000,23-Jan-00,16:00,Nigeria , Tunisia,4.0,2.0,Group stage,2000-01-23,29,37,1,1
2000,25-Jan-00,19:30,Morocco , DR Congo,1.0,0.0,Group stage,2000-01-25,26,8,1,1
2000,28-Jan-00,16:00,Nigeria , DR Congo,0.0,0.0,Group stage,2000-01-28,29,8,1,0
2000,29-Jan-00,16:00,Tunisia , Morocco,0.0,0.0,Group stage,2000-01-29,37,26,1,0
2000,03-Feb-00,17:00,Nigeria , Morocco,2.0,0.0,Group stage,2000-02-03,29,26,1,1
2000,03-Feb-00,17:00,Tunisia , DR Congo,1.0,0.0,Group stage,2000-02-03,37,8,1,1
2000,06-Feb-00,16:00,Cameroon , Algeria,2.0,1.0,Quarter-finals,2000-02-06,5,0,2,1
2000,06-Feb-00,19:30,South Africa , Ghana,1.0,0.0,Quarter-finals,2000-02-06,33,14,2,1
2000,07-Feb-00,16:00,Egypt , Tunisia,0.0,1.0,Quarter-finals,2000-02-07,10,37,2,-1
2000,07-Feb-00,19:00,Nigeria , Senegal,2.0,1.0,Quarter-finals,2000-02-07,29,31,2,1
2000,10-Feb-00,16:30,Nigeria , South Africa,2.0,0.0,Semi-finals,2000-02-10,29,33,4,1
2000,10-Feb-00,18:30,Cameroon , Tunisia,3.0,0.0,Semi-finals,2000-02-10,5,37,4,1
2000,12-Feb-00,16:00,South Africa , Tunisia,2.0,2.0,Third place,2000-02-12,33,37,5,0
2000,13-Feb-00,16:00,Nigeria , Cameroon,2.0,2.0,Final,2000-02-13,29,5,0,0
2002,19-Jan-02,16:00,Mali , Liberia,1.0,1.0,Group stage,2002-01-19,24,19,1,0
2002,21-Jan-02,16:00,Algeria , Nigeria,0.0,1.0,Group stage,2002-01-21,0,29,1,-1
2002,24-Jan-02,19:00,Mali , Nigeria,0.0,0.0,Group stage,2002-01-24,24,29,1,0
2002,25-Jan-02,19:30,Liberia , Algeria,2.0,2.0,Group stage,2002-01-25,20,0,1,0
2002,28-Jan-02,18:00,Mali , Algeria,2.0,0.0,Group stage,2002-01-28,24,0,1,1
2002,28-Jan-02,18:00,Liberia , Nigeria,0.0,1.0,Group stage,2002-01-28,20,29,1,-1
2002,20-Jan-02,19:30,South Africa , Burkina Faso,0.0,0.0,Group stage,2002-01-20,33,3,1,0
2002,21-Jan-02,16:00,Morocco , Ghana,0.0,0.0,Group stage,2002-01-21,26,14,1,0
2002,24-Jan-02,16:00,South Africa , Ghana,0.0,0.0,Group stage,2002-01-24,33,14,1,0
2002,26-Jan-02,15:30,Burkina Faso , Morocco,1.0,2.0,Group stage,2002-01-26,3,26,1,-1
2002,30-Jan-02,16:00,South Africa , Morocco,3.0,1.0,Group stage,2002-01-30,33,26,1,1
2002,30-Jan-02,16:00,Burkina Faso , Ghana,1.0,2.0,Group stage,2002-01-30,3,14,1,-1
2002,20-Jan-02,17:30,Cameroon , DR Congo,1.0,0.0,Group stage,2002-01-20,5,8,1,1
2002,21-Jan-02,18:00,Togo , Ivory Coast,0.0,0.0,Group stage,2002-01-21,36,17,1,0
2002,25-Jan-02,17:30,Cameroon , Ivory Coast,1.0,0.0,Group stage,2002-01-25,5,17,1,1
2002,26-Jan-02,17:30,DR Congo , Togo,0.0,0.0,Group stage,2002-01-26,8,36,1,0
2002,29-Jan-02,16:00,Cameroon , Togo,3.0,0.0,Group stage,2002-01-29,5,36,1,1
2002,29-Jan-02,16:00,DR Congo , Ivory Coast,3.0,1.0,Group stage,2002-01-29,8,17,1,1
2002,20-Jan-02,15:30,Egypt , Senegal,0.0,1.0,Group stage,2002-01-20,10,31,1,-1
2002,21-Jan-02,19:00,Zambia , Tunisia,0.0,0.0,Group stage,2002-01-21,41,37,1,0
2002,25-Jan-02,15:30,Egypt , Tunisia,1.0,0.0,Group stage,2002-01-25,10,37,1,1
2002,26-Jan-02,19:30,Senegal , Zambia,1.0,0.0,Group stage,2002-01-26,31,41,1,1
2002,31-Jan-02,16:00,Egypt , Zambia,2.0,1.0,Group stage,2002-01-31,10,41,1,1
2002,31-Jan-02,16:00,Senegal , Tunisia,0.0,0.0,Group stage,2002-01-31,31,37,1,0
2002,03-Feb-02,16:00,South Africa , Mali,0.0,2.0,Quarter-finals,2002-02-03,33,23,2,-1
2002,03-Feb-02,19:00,Nigeria , Ghana,1.0,0.0,Quarter-finals,2002-02-03,29,14,2,1
2002,04-Feb-02,16:00,Cameroon , Egypt,1.0,0.0,Quarter-finals,2002-02-04,5,9,2,1
2002,04-Feb-02,19:00,Senegal , DR Congo,2.0,0.0,Quarter-finals,2002-02-04,31,8,2,1
2002,07-Feb-02,16:00,Nigeria , Senegal,1.0,2.0,Semi-finals,2002-02-07,29,31,4,-1
2002,07-Feb-02,19:00,Mali , Cameroon,0.0,3.0,Semi-finals,2002-02-07,24,5,4,-1
2002,09-Feb-02,16:00,Nigeria , Mali,1.0,0.0,Third place,2002-02-09,29,23,5,1
2002,10-Feb-02,16:00,Senegal , Cameroon,0.0,0.0,Final,2002-02-10,31,5,0,0
2004,24-Jan-04,19:30,Tunisia , Rwanda,2.0,1.0,Group stage,2004-01-24,37,30,1,1
2004,25-Jan-04,14:00,DR Congo , Guinea,1.0,2.0,Group stage,2004-01-25,8,15,1,-1
2004,28-Jan-04,14:00,Rwanda , Guinea,1.0,1.0,Group stage,2004-01-28,30,15,1,0
2004,28-Jan-04,16:15,Tunisia , DR Congo,3.0,0.0,Group stage,2004-01-28,37,8,1,1
2004,01-Feb-04,14:00,Tunisia , Guinea,1.0,1.0,Group stage,2004-02-01,37,15,1,0
2004,01-Feb-04,14:00,Rwanda , DR Congo,1.0,0.0,Group stage,2004-02-01,30,8,1,1
2004,26-Jan-04,14:00,Kenya , Mali,1.0,3.0,Group stage,2004-01-26,19,23,1,-1
2004,26-Jan-04,19:00,Senegal , Burkina Faso,0.0,0.0,Group stage,2004-01-26,31,3,1,0
2004,30-Jan-04,14:00,Senegal , Kenya,3.0,0.0,Group stage,2004-01-30,31,18,1,1
2004,30-Jan-04,19:00,Burkina Faso , Mali,1.0,3.0,Group stage,2004-01-30,3,23,1,-1
2004,02-Feb-04,14:00,Senegal , Mali,1.0,1.0,Group stage,2004-02-02,31,23,1,0
2004,02-Feb-04,14:00,Burkina Faso , Kenya,0.0,3.0,Group stage,2004-02-02,3,18,1,-1
2004,25-Jan-04,16:30,Zimbabwe , Egypt,1.0,2.0,Group stage,2004-01-25,42,9,1,-1
2004,25-Jan-04,19:00,Cameroon , Algeria,1.0,1.0,Group stage,2004-01-25,5,0,1,0
2004,29-Jan-04,16:30,Cameroon , Zimbabwe,5.0,3.0,Group stage,2004-01-29,5,42,1,1
2004,29-Jan-04,19:00,Algeria , Egypt,2.0,1.0,Group stage,2004-01-29,0,9,1,1
2004,03-Feb-04,14:00,Cameroon , Egypt,0.0,0.0,Group stage,2004-02-03,5,9,1,0
2004,03-Feb-04,14:00,Algeria , Zimbabwe,1.0,2.0,Group stage,2004-02-03,0,42,1,-1
2004,27-Jan-04,14:00,Nigeria , Morocco,0.0,1.0,Group stage,2004-01-27,29,26,1,-1
2004,27-Jan-04,18:00,South Africa , Benin,2.0,0.0,Group stage,2004-01-27,33,2,1,1
2004,31-Jan-04,14:00,Nigeria , South Africa,4.0,0.0,Group stage,2004-01-31,29,33,1,1
2004,31-Jan-04,18:00,Morocco , Benin,4.0,0.0,Group stage,2004-01-31,26,2,1,1
2004,04-Feb-04,18:00,Morocco , South Africa,1.0,1.0,Group stage,2004-02-04,26,33,1,0
2004,04-Feb-04,18:00,Nigeria , Benin,2.0,1.0,Group stage,2004-02-04,29,2,1,1
2004,07-Feb-04,14:00,Mali , Guinea,2.0,1.0,Quarter-finals,2004-02-07,24,15,2,1
2004,07-Feb-04,17:00,Tunisia , Senegal,1.0,0.0,Quarter-finals,2004-02-07,37,31,2,1
2004,08-Feb-04,14:00,Cameroon , Nigeria,1.0,2.0,Quarter-finals,2004-02-08,5,29,2,-1
2004,08-Feb-04,17:00,Morocco , Algeria,3.0,1.0,Quarter-finals,2004-02-08,26,0,2,1
2004,11-Feb-04,16:00,Tunisia , Nigeria,1.0,1.0,Semi-finals,2004-02-11,37,29,4,0
2004,11-Feb-04,19:00,Morocco , Mali,4.0,0.0,Semi-finals,2004-02-11,26,23,4,1
2004,13-Feb-04,20:00,Nigeria , Mali,2.0,1.0,Third place,2004-02-13,29,23,5,1
2004,14-Feb-04,14:30,Tunisia , Morocco,2.0,1.0,Final,2004-02-14,37,26,0,1
2006,20-Jan-06,19:00,Egypt , Libya,3.0,0.0,Group stage,2006-01-20,10,20,1,1
2006,21-Jan-06,14:00,Morocco , Ivory Coast,0.0,1.0,Group stage,2006-01-21,26,17,1,-1
2006,24-Jan-06,17:15,Libya , Ivory Coast,1.0,2.0,Group stage,2006-01-24,21,17,1,-1
2006,24-Jan-06,20:00,Egypt , Morocco,0.0,0.0,Group stage,2006-01-24,10,26,1,0
2006,28-Jan-06,19:00,Egypt , Ivory Coast,3.0,1.0,Group stage,2006-01-28,10,17,1,1
2006,28-Jan-06,19:00,Libya , Morocco,0.0,0.0,Group stage,2006-01-28,21,26,1,0
2006,21-Jan-06,17:15,Cameroon , Angola,3.0,1.0,Group stage,2006-01-21,5,1,1,1
2006,21-Jan-06,20:00,Togo , DR Congo,0.0,2.0,Group stage,2006-01-21,36,8,1,-1
2006,25-Jan-06,17:15,Angola , DR Congo,0.0,0.0,Group stage,2006-01-25,1,8,1,0
2006,25-Jan-06,20:00,Cameroon , Togo,2.0,0.0,Group stage,2006-01-25,5,36,1,1
2006,29-Jan-06,19:00,Angola , Togo,3.0,2.0,Group stage,2006-01-29,1,36,1,1
2006,29-Jan-06,19:00,Cameroon , DR Congo,2.0,0.0,Group stage,2006-01-29,5,8,1,1
2006,22-Jan-06,17:15,Tunisia , Zambia,4.0,1.0,Group stage,2006-01-22,37,41,1,1
2006,22-Jan-06,20:00,South Africa , Guinea,0.0,2.0,Group stage,2006-01-22,33,15,1,-1
2006,26-Jan-06,17:15,Zambia , Guinea,1.0,2.0,Group stage,2006-01-26,41,15,1,-1
2006,26-Jan-06,20:00,Tunisia , South Africa,2.0,0.0,Group stage,2006-01-26,37,33,1,1
2006,30-Jan-06,19:00,Tunisia , Guinea,0.0,3.0,Group stage,2006-01-30,37,15,1,-1
2006,30-Jan-06,19:00,Zambia , South Africa,1.0,0.0,Group stage,2006-01-30,41,33,1,1
2006,23-Jan-06,17:15,Nigeria , Ghana,1.0,0.0,Group stage,2006-01-23,29,14,1,1
2006,23-Jan-06,20:00,Zimbabwe , Senegal,0.0,2.0,Group stage,2006-01-23,42,31,1,-1
2006,27-Jan-06,17:15,Ghana , Senegal,1.0,0.0,Group stage,2006-01-27,15,31,1,1
2006,27-Jan-06,20:00,Nigeria , Zimbabwe,2.0,0.0,Group stage,2006-01-27,29,42,1,1
2006,31-Jan-06,19:00,Nigeria , Senegal,2.0,1.0,Group stage,2006-01-31,29,31,1,1
2006,31-Jan-06,19:00,Ghana , Zimbabwe,1.0,2.0,Group stage,2006-01-31,15,42,1,-1
2006,03-Feb-06,15:00,Guinea , Senegal,2.0,3.0,Quarter-finals,2006-02-03,16,31,2,-1
2006,03-Feb-06,19:00,Egypt , DR Congo,4.0,1.0,Quarter-finals,2006-02-03,10,8,2,1
2006,04-Feb-06,15:00,Nigeria , Tunisia,1.0,1.0,Quarter-finals,2006-02-04,29,37,2,0
2006,04-Feb-06,19:00,Cameroon , Ivory Coast,1.0,1.0,Quarter-finals,2006-02-04,5,17,2,0
2006,07-Feb-06,19:00,Egypt , Senegal,2.0,1.0,Semi-finals,2006-02-07,10,31,4,1
2006,07-Feb-06,15:00,Nigeria , Ivory Coast,0.0,1.0,Semi-finals,2006-02-07,29,17,4,-1
2006,09-Feb-06,18:00,Senegal , Nigeria,0.0,1.0,Third place,2006-02-09,31,29,5,-1
2006,10-Feb-06,18:00,Egypt , Ivory Coast,0.0,0.0,Final,2006-02-10,10,17,0,0
2008,20-Jan-08,17:00,Ghana , Guinea,2.0,1.0,Group stage,2008-01-20,15,15,1,1
2008,21-Jan-08,15:00,Namibia , Morocco,1.0,5.0,Group stage,2008-01-21,28,26,1,-1
2008,24-Jan-08,17:00,Guinea , Morocco,3.0,2.0,Group stage,2008-01-24,16,26,1,1
2008,24-Jan-08,19:30,Ghana , Namibia,1.0,0.0,Group stage,2008-01-24,15,28,1,1
2008,28-Jan-08,17:00,Ghana , Morocco,2.0,0.0,Group stage,2008-01-28,15,26,1,1
2008,28-Jan-08,17:00,Guinea , Namibia,1.0,1.0,Group stage,2008-01-28,16,28,1,0
2008,21-Jan-08,17:00,Nigeria , Ivory Coast,0.0,1.0,Group stage,2008-01-21,29,17,1,-1
2008,21-Jan-08,19:45[7],Mali , Benin,1.0,0.0,Group stage,2008-01-21,24,2,1,1
2008,25-Jan-08,17:00,Ivory Coast , Benin,4.0,1.0,Group stage,2008-01-25,18,2,1,1
2008,25-Jan-08,19:30,Nigeria , Mali,0.0,0.0,Group stage,2008-01-25,29,23,1,0
2008,29-Jan-08,17:00,Nigeria , Benin,2.0,0.0,Group stage,2008-01-29,29,2,1,1
2008,29-Jan-08,17:00,Ivory Coast , Mali,3.0,0.0,Group stage,2008-01-29,18,23,1,1
2008,22-Jan-08,17:00,Egypt , Cameroon,4.0,2.0,Group stage,2008-01-22,10,5,1,1
2008,22-Jan-08,19:30,Sudan , Zambia,0.0,3.0,Group stage,2008-01-22,34,41,1,-1
2008,26-Jan-08,17:00,Cameroon , Zambia,5.0,1.0,Group stage,2008-01-26,5,41,1,1
2008,26-Jan-08,19:30,Egypt , Sudan,3.0,0.0,Group stage,2008-01-26,10,34,1,1
2008,30-Jan-08,17:00,Cameroon , Sudan,3.0,0.0,Group stage,2008-01-30,5,34,1,1
2008,30-Jan-08,17:00,Egypt , Zambia,1.0,1.0,Group stage,2008-01-30,10,41,1,0
2008,23-Jan-08,17:00,Tunisia , Senegal,2.0,2.0,Group stage,2008-01-23,37,31,1,0
2008,23-Jan-08,19:30,South Africa , Angola,1.0,1.0,Group stage,2008-01-23,33,1,1,0
2008,27-Jan-08,17:00,Senegal , Angola,1.0,3.0,Group stage,2008-01-27,31,1,1,-1
2008,27-Jan-08,19:30,Tunisia , South Africa,3.0,1.0,Group stage,2008-01-27,37,33,1,1
2008,31-Jan-08,17:00,Senegal , South Africa,1.0,1.0,Group stage,2008-01-31,31,33,1,0
2008,31-Jan-08,17:00,Tunisia , Angola,0.0,0.0,Group stage,2008-01-31,37,1,1,0
2008,03-Feb-08,17:00,Ghana , Nigeria,2.0,1.0,Quarter-finals,2008-02-03,15,29,2,1
2008,03-Feb-08,20:30,Ivory Coast , Guinea,5.0,0.0,Quarter-finals,2008-02-03,18,15,2,1
2008,04-Feb-08,17:00,Egypt , Angola,2.0,1.0,Quarter-finals,2008-02-04,10,1,2,1
2008,04-Feb-08,20:30,Tunisia , Cameroon,2.0,3.0,Quarter-finals,2008-02-04,37,5,2,-1
2008,07-Feb-08,17:00,Ghana , Cameroon,0.0,1.0,Semi-finals,2008-02-07,15,5,4,-1
2008,07-Feb-08,20:30,Ivory Coast , Egypt,1.0,4.0,Semi-finals,2008-02-07,18,9,4,-1
2008,09-Feb-08,17:00,Ghana , Ivory Coast,4.0,2.0,Third place,2008-02-09,15,17,5,1
2008,10-Feb-08,17:00,Cameroon , Egypt,0.0,1.0,Final,2008-02-10,5,9,0,-1
2010,10-Jan-10,20:00,Angola , Mali,4.0,4.0,Group stage,2010-01-10,1,23,1,0
2010,11-Jan-10,14:45,Malawi , Algeria,3.0,0.0,Group stage,2010-01-11,23,0,1,1
2010,14-Jan-10,17:00,Mali , Algeria,0.0,1.0,Group stage,2010-01-14,24,0,1,-1
2010,14-Jan-10,19:30,Angola , Malawi,2.0,0.0,Group stage,2010-01-14,1,22,1,1
2010,18-Jan-10,17:00,Angola , Algeria,0.0,0.0,Group stage,2010-01-18,1,0,1,0
2010,18-Jan-10,17:00,Mali , Malawi,3.0,1.0,Group stage,2010-01-18,24,22,1,1
2010,11-Jan-10,17:00,Ivory Coast , Burkina Faso,0.0,0.0,Group stage,2010-01-11,18,3,1,0
2010,15-Jan-10,19:30,Ivory Coast , Ghana,3.0,1.0,Group stage,2010-01-15,18,14,1,1
2010,19-Jan-10,17:00,Burkina Faso , Ghana,0.0,1.0,Group stage,2010-01-19,3,14,1,-1
2010,12-Jan-10,17:00,Egypt , Nigeria,3.0,1.0,Group stage,2010-01-12,10,29,1,1
2010,12-Jan-10,19:30,Mozambique , Benin,2.0,2.0,Group stage,2010-01-12,27,2,1,0
2010,16-Jan-10,17:00,Nigeria , Benin,1.0,0.0,Group stage,2010-01-16,29,2,1,1
2010,16-Jan-10,19:30,Egypt , Mozambique,2.0,0.0,Group stage,2010-01-16,10,27,1,1
2010,20-Jan-10,17:00,Egypt , Benin,2.0,0.0,Group stage,2010-01-20,10,2,1,1
2010,20-Jan-10,17:00,Nigeria , Mozambique,3.0,0.0,Group stage,2010-01-20,29,27,1,1
2010,13-Jan-10,17:00,Cameroon , Gabon,0.0,1.0,Group stage,2010-01-13,5,12,1,-1
2010,13-Jan-10,19:30,Zambia , Tunisia,1.0,1.0,Group stage,2010-01-13,41,37,1,0
2010,17-Jan-10,17:00,Gabon , Tunisia,0.0,0.0,Group stage,2010-01-17,13,37,1,0
2010,17-Jan-10,19:30,Cameroon , Zambia,3.0,2.0,Group stage,2010-01-17,5,41,1,1
2010,21-Jan-10,17:00,Gabon , Zambia,1.0,2.0,Group stage,2010-01-21,13,41,1,-1
2010,21-Jan-10,17:00,Cameroon , Tunisia,2.0,2.0,Group stage,2010-01-21,5,37,1,0
2010,24-Jan-10,17:00,Angola , Ghana,0.0,1.0,Quarter-finals,2010-01-24,1,14,2,-1
2010,24-Jan-10,20:30,Ivory Coast , Algeria,2.0,3.0,Quarter-finals,2010-01-24,18,0,2,-1
2010,25-Jan-10,17:00,Egypt , Cameroon,3.0,1.0,Quarter-finals,2010-01-25,10,5,2,1
2010,25-Jan-10,20:30,Zambia , Nigeria,0.0,0.0,Quarter-finals,2010-01-25,41,29,2,0
2010,28-Jan-10,16:00,Ghana , Nigeria,1.0,0.0,Semi-finals,2010-01-28,15,29,4,1
2010,28-Jan-10,20:30,Algeria , Egypt,0.0,4.0,Semi-finals,2010-01-28,0,9,4,-1
2010,30-Jan-10,17:00,Nigeria , Algeria,1.0,0.0,Third place,2010-01-30,29,0,5,1
2010,31-Jan-10,17:00,Ghana , Egypt,0.0,1.0,Final,2010-01-31,15,9,0,-1
2012,04-Feb-12,17:00,Zambia , Sudan,3.0,0.0,Quarter-finals,2012-02-04,41,34,2,1
2012,04-Feb-12,20:00,Ivory Coast , Equatorial Guinea,3.0,0.0,Quarter-finals,2012-02-04,18,10,2,1
2012,05-Feb-12,17:00,Gabon , Mali,1.0,1.0,Quarter-finals,2012-02-05,13,23,2,0
2012,05-Feb-12,20:00,Ghana , Tunisia,2.0,1.0,Quarter-finals,2012-02-05,15,37,2,1
2012,08-Feb-12,17:00,Zambia , Ghana,1.0,0.0,Semi-finals,2012-02-08,41,14,4,1
2012,08-Feb-12,20:00,Mali , Ivory Coast,0.0,1.0,Semi-finals,2012-02-08,24,17,4,-1
2012,11-Feb-12,20:00,Ghana , Mali,0.0,2.0,Third place,2012-02-11,15,23,5,-1
2012,12-Feb-12,20:30[note 1],Zambia , Ivory Coast,0.0,0.0,Final,2012-02-12,41,17,0,0
2013,02-Feb-13,17:00,Ghana , Cape Verde,2.0,0.0,Quarter-finals,2013-02-02,15,6,2,1
2013,02-Feb-13,20:30,South Africa , Mali,1.0,1.0,Quarter-finals,2013-02-02,33,23,2,0
2013,03-Feb-13,17:00,Ivory Coast , Nigeria,1.0,2.0,Quarter-finals,2013-02-03,18,29,2,-1
