HomeTeam,AwayTeam,HomeTeamGoals,AwayTeamGoals,Stage,Winner
Burkina Faso , Gabon,1,1,Round of 16,
Nigeria , Tunisia,0,1,Round of 16,
Guinea , Gambia,0,1,Round of 16,
Cameroon , Comoros,2,1,Round of 16,
Senegal , Cape Verde,2,0,Round of 16,
Morocco , Malawi,2,1,Round of 16,
Ivory Coast , Egypt,0,0,Round of 16,
Mali , Equatorial Guinea,0,0,Round of 16,
Gambia , Cameroon,0,2,Quarter-finals,
Burkina Faso , Tunisia,1,0,Quarter-finals,
Egypt , Morocco,2,1,Quarter-finals,
Senegal , Equatorial Guinea,3,1,Quarter-finals,
Burkina Faso , Senegal,1,3,Semi-finals,
Cameroon , Egypt,0,0,Semi-finals,
Burkina Faso , Cameroon,3,3,Third place play-off,
Senegal , Egypt,0,0,Final,
